time,spi_weighted_maize,spi_weighted_wheat,spi_weighted_sorghum
2018-12-01,-0.14774341742321054,-0.33037895846466336,-0.016374771706167014
2019-01-01,-0.35041521490007693,-0.5733278552799148,-0.0945528856190128
2019-02-01,-0.41261637902130577,-0.8241664001630828,-0.06337180736661625
2019-03-01,-0.5825586383283,-1.0461070750010182,-0.284265744715709
2019-04-01,-0.808790199986488,-0.9266559604280907,-0.5397924606402982
2019-05-01,-0.5264258571607239,-0.8313920978483359,-0.16341656622294692
2019-06-01,-0.8375454540916478,-0.6868700816888497,-0.9066955885975028
2019-07-01,-0.5492474940902595,-0.48763879726143516,-0.6529671431021243
2019-08-01,-0.34834785121197137,-0.12568758386433482,-0.649250887656545
2019-09-01,0.2529927957051732,0.40197337708091974,0.015935821641533107
2019-10-01,1.8018624265672083,1.3129036998689978,2.2836755897192424
2019-11-01,2.000125454346476,1.9456330402700421,2.066939775596668
2019-12-01,2.19942180117126,2.281646247940537,2.1599498136544426
2020-01-01,2.367333860916924,2.503401569714879,2.29643895422079
2020-02-01,2.3052778332628705,2.2800577348927242,2.328581168681315
2020-03-01,2.640765738657875,2.5050009826625668,2.672901252587299
2020-04-01,2.4495830579571756,2.4775571516736936,2.3913697139832846
2020-05-01,2.324904816766185,2.1981257043694797,2.412369489997917
2020-06-01,2.156085105354587,2.024424948181409,2.1614089283087043
2020-07-01,2.0465130473012616,1.995927970651568,1.9254505379969218
2020-08-01,2.1015575319869013,1.9764000631179266,1.8925641282595629
2020-09-01,1.708939501521486,1.6587672282101982,1.435825347399204
2020-10-01,1.059182967104365,1.2161613848774089,0.4663152257177558
2020-11-01,1.4885534042745936,1.619207691140532,1.0225337199748337
2020-12-01,1.117613538757331,1.208828015425912,0.7427724304890883
2021-01-01,1.0740280009016112,1.2542032177489877,0.7664091337448656
2021-02-01,0.9395723347018224,1.0435284624375598,0.7597879226234339
2021-03-01,0.49080266337115996,0.5516739848838612,0.40250261282238053
2021-04-01,0.3244126279530115,0.10498466476997131,0.3453886632242175
2021-05-01,0.13787935378822957,0.1157457999445814,0.07927634725452433
2021-06-01,0.16556610632598118,0.15757625371955078,0.119949132516557
2021-07-01,0.08604323918190913,0.09476243936616122,0.08221416453515591
2021-08-01,0.028015675991513802,-0.014250953191898869,0.016632281939165626
2021-09-01,0.5719535635234309,0.3723066824348663,0.6617372348328325
2021-10-01,0.3892064982275266,0.6125836042869661,0.40648306921901944
2021-11-01,-0.4783142947737295,-0.40119648790227175,-0.7455724798275323
2021-12-01,-0.11715114791922633,-0.15433313078007185,-0.09909171510154
2022-01-01,0.08272669863503715,-0.0019331564515405206,0.0601535366964324
2022-02-01,0.36559493637656176,0.41582350030531046,0.32976462641426263
2022-03-01,-0.01643515540464908,-0.07761596165657704,0.026896039233211145
2022-04-01,-0.04888728309780804,-0.11450657002779953,0.07019525685058484
2022-05-01,0.20814508928040218,0.09992613829529376,0.4817554985669477
2022-06-01,-0.012862672647072712,-0.05765163801938211,0.06633177018819901
2022-07-01,-0.15515803754016777,-0.2969194791095333,-0.10648927242718367
2022-08-01,-0.23979302843591602,-0.40943898109420984,-0.36650457356312416
2022-09-01,0.1744727570388308,0.028447932964768458,0.14551600747787516
2022-10-01,-0.3097343509904602,-0.15211977582743996,-0.7179224912987036
2022-11-01,0.1592697490340079,0.4674235549724891,-0.26197030205210803
2022-12-01,0.39704107971403774,0.7241696362825045,-0.07974961501566218
2023-01-01,0.35648093997566704,0.7471923912970151,-0.08885465102467562
2023-02-01,-0.15895398880954925,0.15317561091797063,-0.35995480568841925
2023-03-01,0.02341415611606824,0.2495722663694814,-0.17258854381379157
2023-04-01,0.49635075140898244,0.5775836470949037,0.5603667741179754
2023-05-01,0.27463164949642904,0.048290637963212805,0.6464180994524604
2023-06-01,0.3517611000129226,0.07598208817357298,0.8467252853629723
2023-07-01,0.439953746811442,0.018597395204725805,0.9696904184604488
2023-08-01,0.5750639960168639,0.0047058741834595606,1.1604315975819313
