target,horizon,rmse,mae,mape,r2,n,KEN_rmse,KEN_mae,KEN_mape,KEN_r2,KEN_n,SOM_rmse,SOM_mae,SOM_mape,SOM_r2,SOM_n
c_food_price_index,1,0.04352063191235026,0.031046643394945343,0.02309640806599864,0.9464113030597519,2640,0.03925614111807357,0.02950908302458676,0.023615537293945738,0.7854046151523124,1608,0.04943753516759509,0.03344237699527149,0.022287532292220604,0.8766118387624985,1032
c_food_price_index,2,0.059549784636382365,0.04390568220149552,0.03312487471941142,0.8996671376946408,2640,0.060203199310606505,0.04572241130877762,0.03683864311531314,0.49528721337219894,1608,0.05851713417170131,0.04107496475526531,0.027338305358355266,0.8271274770447912,1032
c_food_price_index,3,0.07308047018128654,0.05635383983029004,0.04289427805717367,0.8488926889763441,2640,0.07856566230523862,0.06328949076516092,0.05091479277933027,0.14045084603696922,1608,0.06359781383347707,0.045547127908514465,0.030397196978464557,0.7958054027742939,1032
c_maize_fao,1,2097.14692300242,1318.0177731181727,0.04182273327821464,0.9884637427716904,2640,2550.4053812557254,1671.3312400866416,0.03177486380447941,0.7405657136064128,1608,1056.2851100203502,767.5060920277677,0.0574787159465928,0.9471236693647146,1032
c_maize_fao,2,2956.9845276660367,1932.5396402999809,0.06140915455581638,0.9770646527346806,2640,3593.9279743690067,2464.375133695145,0.047019727886990735,0.4848334249631929,1608,1497.439671979719,1103.8657319865854,0.08382988913282378,0.8937331851506352,1032
c_maize_fao,3,3437.997994799573,2343.314829491258,0.0732145370888831,0.968995948179894,2640,4172.607259240812,3005.4086716767038,0.057635423624213485,0.3055772223908443,1608,1763.1082725779836,1311.6802381790517,0.09748896969662417,0.8526816112180001,1032
c_sorghum,1,1798.8893420122351,870.9737500783311,0.056270706299859696,0.9645172575035178,2640,323.6966129964121,214.86977392806307,0.031166336050458134,0.9175338270546912,1608,2848.6638598333802,1893.2752943124697,0.09538681808381098,0.9337353067078914,1032
c_sorghum,2,2394.689759084372,1207.8318713959945,0.08179518084110807,0.9371208306439772,2640,528.3398140723708,342.14260094612126,0.049538219099143056,0.7803019469914491,1608,3772.9043663784405,2556.6965486085874,0.1320560282064954,0.8837611312744037,1032
c_sorghum,3,2740.145383667483,1461.9848438797167,0.10786526528153725,0.9176704970184937,2640,788.9725173320553,545.7170436457061,0.07894676508293974,0.510082129748654,1608,4270.552598036688,2889.657927965268,0.15292432373051482,0.8510748895452902,1032
