country_name,admin2_name,mae,mape,mean_actual,n
SOM,GARDO,17057.400139973957,0.41081297631691527,37874.06722222222,252
SOM,BOSSASO,15852.009696800596,0.3877135121599266,36738.16916666667,252
SOM,GAROWE,11139.308532211062,0.29508157849930833,30092.562460317462,252
SOM,TALEH,9540.170588727678,0.26338714837420446,27997.22361111111,252
SOM,EYL,9185.921178695437,0.24873937249274114,28894.885317460317,252
SOM,LAS ANOD,9519.676120411707,0.23548129067503418,29768.66388888889,504
SOM,EL WAK,3686.650426083519,0.1646487026453712,17819.384761904763,252
SOM,ERIGAVO,3544.2028371465776,0.16027519937445212,18721.916706349206,252
SOM,HUDUN,3319.013097098214,0.1474600719309756,19682.186785714286,252
SOM,DOLO,3769.329756014385,0.13511377923239495,21265.456904761904,252
SOM,BUAALE,1621.6942748248389,0.12124753512611487,12793.607222222223,252
SOM,DINSOOR,1142.2953527056982,0.11613359540509512,9310.340436507937,252
SOM,BELET WEYNE,1373.798778250558,0.11345037513832586,13117.917539682541,504
SOM,BURTINLE,2598.483835875496,0.11129614524255113,21098.168214285713,504
SOM,GALKAYU NORTH,1962.94685062469,0.10915826246081349,17876.44865079365,504
SOM,BAIDOA,895.8263801308284,0.10581168785860384,8587.376984126984,252
SOM,BELET HAWA,2160.8492094494045,0.10342488171062174,18335.47896825397,252
SOM,LUUQ,1659.960333658854,0.10074555957375039,15614.871547619046,252
SOM,QANSAH DHEERE,964.988120892237,0.1006941467942746,9949.582619047618,252
SOM,JARIBAN,1968.6269737413195,0.09693595191638973,19561.45515873016,504
SOM,HUDUR,1958.4175582837302,0.09598111822052895,18644.579404761906,252
SOM,ABUDWAQ,1558.0567192925348,0.09480531496407704,16498.17242063492,504
SOM,AFMADOW,1335.4010151212178,0.09370517008034743,13274.378333333332,504
SOM,ADADO,1572.8420202442956,0.09353894594998316,16892.043214285713,504
SOM,RABDURE,1474.7551294332836,0.09210653423563903,15637.653492063493,252
SOM,QORYOLEY,859.6887073722717,0.09206393956162072,9341.129920634921,252
SOM,EL BARDE,1317.3834876069568,0.09150032147225937,14749.785912698411,504
SOM,HOBYO,1588.4823927718874,0.0914800497937399,17497.554285714283,504
SOM,BULO BURTI,1153.2780298626612,0.09036197037190899,12346.773333333333,504
SOM,BERBERA,681.9466596912202,0.09034723905217447,7116.649642857143,252
SOM,HAWAL WADAG,896.9083196149554,0.08785635496815276,11266.799523809525,252
SOM,DUSAMREB,1320.6547889152405,0.08480778848604804,15394.31492063492,504
SOM,KISMAYO,1133.6628191654265,0.08418593147260674,13071.74365079365,252
SOM,JOWHAR,799.9651067824591,0.08107491013205534,10063.490674603174,504
SOM,BURAO,770.6772457837301,0.08104806878652215,9199.523531746032,252
SOM,BALAD,833.3112046983507,0.08035488541154065,10160.384246031746,252
SOM,KARAN,802.2414074125744,0.07745411523289816,10758.202619047619,252
SOM,MARKA,801.2238740854416,0.07547537394532472,10847.581984126984,252
SOM,AFGOI,759.1259441654265,0.07413033104585852,10292.339206349207,252
SOM,JALALAQSI,814.0326502433655,0.07410519244158088,11042.546388888888,504
SOM,ADALE,767.8443043929811,0.06840597554437552,11107.307539682539,252
KEN,Kilimani,325.70199718657,0.06611326663020795,4920.587500000001,504
KEN,Langata,327.61972867451016,0.06470548225990164,5061.449325396826,504
KEN,Kajiado Central,376.08889660063244,0.06426744288974287,6126.779424603174,252
KEN,Kajiado East,346.5043162706163,0.06425201003145153,5523.328730158731,504
KEN,Embakasi North,319.0805667162699,0.06273218831684342,5037.421349206349,504
