country_name,admin2_name,mae,mape,mean_actual,n
SOM,BOSSASO,0.4508612197069895,0.2616156535532988,1.5692857142857142,252
SOM,GARDO,0.41900000813461485,0.24884806965117834,1.5158333333333334,252
SOM,EYL,0.4242109445352403,0.24788707539588473,1.5360714285714285,252
SOM,GAROWE,0.4011834372319873,0.23679280603906766,1.5176984126984125,252
SOM,TALEH,0.3667221703794267,0.2215852581019704,1.4688095238095238,252
SOM,BURTINLE,0.3390853139994637,0.20634152684181528,1.4593650793650794,504
SOM,JARIBAN,0.3305050069282925,0.20459858592478475,1.4494047619047619,504
SOM,LAS ANOD,0.339754517996122,0.20259407937300777,1.4690873015873016,504
SOM,GALKAYU NORTH,0.30881217164652686,0.19710068325894164,1.4182142857142856,504
SOM,HUDUN,0.30985074286423037,0.19436118284656811,1.3932936507936509,252
SOM,HOBYO,0.28432546539912146,0.18159004218878497,1.394206349206349,504
SOM,ERIGAVO,0.26511873670040614,0.1722924090984717,1.3047619047619048,252
SOM,ADADO,0.24859158550463026,0.16356076289838342,1.3476984126984126,504
SOM,ABUDWAQ,0.23895336960043229,0.1585657834027525,1.3342460317460318,504
SOM,DUSAMREB,0.23026215317230375,0.1537267759875787,1.3148809523809524,504
SOM,HUDUR,0.20572183371536318,0.14344197775279263,1.2832539682539683,252
SOM,DOLO,0.19515224600595144,0.13583680817457058,1.2682936507936509,252
SOM,BELET HAWA,0.19281919344077036,0.13401722261426463,1.2678174603174603,252
SOM,EL BARDE,0.18327470943095192,0.13164776052576216,1.2433333333333334,504
SOM,LUUQ,0.18642370397136324,0.13147753088050415,1.255079365079365,252
SOM,BELET WEYNE,0.18856255209635175,0.1312897918281413,1.2751190476190475,504
SOM,RABDURE,0.18306209085479613,0.13077933949752912,1.2463888888888888,252
SOM,KARAN,0.18610814874134365,0.1297005996468515,1.269246031746032,252
SOM,BULO BURTI,0.18116677243085133,0.1277190421940929,1.260515873015873,504
SOM,JALALAQSI,0.1776008877489302,0.12690889418234763,1.2434920634920636,504
SOM,BUAALE,0.17597751089504787,0.12578314148504346,1.229325396825397,252
SOM,EL WAK,0.17644255881271667,0.12565880377922556,1.2234126984126985,252
SOM,HAWAL WADAG,0.17366052364546156,0.12408487131966521,1.2526587301587302,252
SOM,ADALE,0.17563266243253436,0.12259358891931044,1.2532142857142856,252
SOM,AFMADOW,0.15877293980310836,0.1184717879812602,1.1995238095238094,504
SOM,JOWHAR,0.16705965898812766,0.11818868687097693,1.238174603174603,504
KEN,Moiben,0.1425972417328093,0.1176613005554329,1.1266269841269843,252
SOM,KISMAYO,0.1561390251867355,0.11672892060992562,1.2008730158730159,252
SOM,BALAD,0.16404368720357382,0.1161573241411488,1.233531746031746,252
SOM,QANSAH DHEERE,0.15609280935355596,0.11615185556062496,1.1911904761904761,252
SOM,DINSOOR,0.1545187206873818,0.11519726244749642,1.1797619047619048,252
SOM,BAIDOA,0.1549371257660881,0.11402761653054946,1.1985317460317462,252
SOM,AFGOI,0.1575945593534954,0.11310936653988292,1.2245238095238096,252
SOM,MARKA,0.15709906043514374,0.11232838062838907,1.236547619047619,252
SOM,QORYOLEY,0.14922377957238092,0.10806636717361438,1.2092460317460318,252
SOM,BURAO,0.14594320003948513,0.10767680334681877,1.148968253968254,252
KEN,Baringo South,0.11820222012580388,0.09652952572652794,1.1298214285714285,252
KEN,Kisumu Central,0.11067876271785253,0.09492359532113916,1.1023015873015873,252
KEN,Dadaab,0.10948509632392266,0.09065816274154843,1.164518140589569,504
KEN,Kapenguria,0.10288012776109907,0.08383355998968418,1.0865873015873015,252
KEN,Nakuru Town East,0.0965076906529684,0.08219439583105155,1.0272222222222223,252
SOM,BERBERA,0.1033638345722168,0.08191030858416531,1.0792460317460317,252
KEN,Tigania East,0.09752055314798204,0.07926667861292944,1.1327777777777777,504
KEN,Sigor,0.0963395595550537,0.07912035661290051,1.0604761904761906,252
KEN,Kitui Central,0.09610178552922748,0.07840382935540265,1.1188095238095237,504
