country_name,admin2_name,mae,mape,mean_actual,n
SOM,GARDO,19223.929608289927,0.4734472645299959,37874.06722222222,252
SOM,BOSSASO,18243.301784939234,0.46168534789302096,36738.16916666667,252
SOM,GAROWE,13057.74581891741,0.3663340232685461,30092.562460317462,252
SOM,TALEH,11079.492102864582,0.32463323536936783,27997.22361111111,252
SOM,EYL,11102.73627077133,0.3205886231764504,28894.885317460317,252
SOM,LAS ANOD,11079.68618892609,0.28906240413930684,29768.66388888889,504
SOM,EL WAK,5095.095773654514,0.22453244094984853,17819.384761904763,252
SOM,ERIGAVO,4759.670281885541,0.2172341555690136,18721.916706349206,252
SOM,DOLO,5269.420056036087,0.19931857317132004,21265.456904761904,252
SOM,HUDUN,4342.600311414931,0.19481891727523526,19682.186785714286,252
SOM,BUAALE,2349.7225257703994,0.17959501528157945,12793.607222222223,252
SOM,BERBERA,1255.0190843176465,0.17684603640913027,7116.649642857143,252
SOM,BELET WEYNE,2095.939989672464,0.17104550214711894,13117.917539682541,504
SOM,BURTINLE,3943.228673580109,0.17077165673205302,21098.168214285713,504
SOM,GALKAYU NORTH,3043.021268794953,0.16794760820305812,17876.44865079365,504
SOM,BAIDOA,1420.4433522832962,0.16705468387187516,8587.376984126984,252
SOM,DINSOOR,1515.7986678059895,0.16242138917073157,9310.340436507937,252
SOM,BELET HAWA,3317.995785202753,0.15758188865761538,18335.47896825397,252
SOM,ABUDWAQ,2508.0267537434897,0.15223286569384625,16498.17242063492,504
SOM,JARIBAN,3027.986340719556,0.1489456492330051,19561.45515873016,504
SOM,QANSAH DHEERE,1422.901720532614,0.14863611967166607,9949.582619047618,252
SOM,ADADO,2471.9778512912326,0.1471942306245898,16892.043214285713,504
SOM,HOBYO,2451.5410582527284,0.13941507438378292,17497.554285714283,504
SOM,DUSAMREB,2163.151403498574,0.138281274443067,15394.31492063492,504
SOM,LUUQ,2293.5887105499755,0.13813837957980002,15614.871547619046,252
SOM,HAWAL WADAG,1427.477513640873,0.13700663617651523,11266.799523809525,252
SOM,QORYOLEY,1315.4166516694568,0.13695041871804503,9341.129920634921,252
SOM,EL BARDE,1948.2345833333334,0.1332422738297989,14749.785912698411,504
SOM,HUDUR,2609.2830184306795,0.13272412985468315,18644.579404761906,252
SOM,BULO BURTI,1658.7046094525049,0.13117905441125519,12346.773333333333,504
SOM,AFMADOW,1826.2681666976687,0.12916477304925386,13274.378333333332,504
SOM,JOWHAR,1248.7676214890253,0.12745188987340092,10063.490674603174,504
SOM,RABDURE,2042.74853500124,0.12597123923953654,15637.653492063493,252
SOM,BURAO,1224.9358088417657,0.12517447864865847,9199.523531746032,252
SOM,KISMAYO,1714.157945033482,0.12218048894123973,13071.74365079365,252
SOM,BALAD,1239.6177243768602,0.1212498319178168,10160.384246031746,252
SOM,ADALE,1302.7042189825147,0.118929369561519,11107.307539682539,252
SOM,AFGOI,1161.8352926974826,0.11599592647168408,10292.339206349207,252
