target,horizon,n_folds,total_val_samples,rmse_mean,rmse_std,rmse_min,rmse_max,mae_mean,mae_std,mae_min,mae_max,mape_mean,mape_std,mape_min,mape_max,r2_mean,r2_std,r2_min,r2_max
c_food_price_index,1,15,36036,0.18901825109444526,0.13728597657336944,0.03890625486286458,0.44009153505699067,0.14251590420174384,0.10996854502035261,0.03025891336702532,0.37447265633514953,0.09676191548274297,0.06567508856400027,0.021303154547140653,0.22624404691239938,0.001695594724850776,0.9233211768658212,-2.1359774075120916,0.9345334781925091
c_food_price_index,2,15,36036,0.2189950722372828,0.1474031155344663,0.0581514018576114,0.5104122795046839,0.1702903430589833,0.1222618381907619,0.0466069725187876,0.44667255917684046,0.11745125186583993,0.07287137857173226,0.030548327645030553,0.2732969353712787,-0.33928631272301063,1.1706137418291733,-3.1482470506780604,0.8537483446138133
c_food_price_index,3,15,36036,0.24298114566764553,0.14712973363544107,0.0795519926380918,0.5235379094264098,0.19242497108001366,0.12384843909472301,0.06554621544576461,0.46346084611589505,0.13427727459425298,0.07376199670907303,0.041594139847942926,0.2851324083610931,-0.6485933641618549,1.2159083630528535,-3.7124823726890437,0.7262951218008207
c_maize_fao,1,15,36036,4300.160267716769,2859.2821897399804,943.880992926839,8736.1081846344,2631.773974023017,1664.5692053748794,699.961386759782,5227.402157339156,0.07993619223065933,0.0201385792228165,0.05753709614369766,0.12238359352809085,0.7110326465561793,0.3425169824253086,-0.11427603635739247,0.963842867592616
c_maize_fao,2,15,36036,5133.273809187674,2962.3138866706463,1489.837394682353,9302.854872353226,3332.7544750838615,1843.4825368328272,1068.2513946333743,6391.02860097178,0.10930081817464463,0.021307756489225744,0.08137600048146211,0.15707658403176922,0.5952759333780351,0.4170287857359875,-0.5491823506391746,0.9044358878862289
c_maize_fao,3,15,36036,5705.614932962606,2938.4242329738545,2130.6444470574006,9713.67197201457,3832.0890234970266,1888.2381282818862,1606.7632198992876,7162.540406205299,0.13325243888004068,0.024031423486538982,0.09887545754387074,0.18233058104681654,0.4894221361405396,0.4658877610960477,-0.8624480063896165,0.8643695410774525
c_sorghum,1,15,36036,3469.010829202567,3914.3262831723496,323.71222759157416,11654.378345208881,2014.8432174757365,2464.236401796164,224.65509061719243,7751.166043868718,0.0927558306847654,0.05601431202180205,0.03923533846586015,0.21613438272219945,0.7593400837887244,0.28966143718025583,0.0697938037201733,0.9519656697771612
c_sorghum,2,15,36036,4093.777740503724,4193.766006928587,551.088017306287,12403.035110168517,2574.601766004353,2792.1786215352786,372.6644682180146,8517.131190640317,0.13255404754461164,0.06442494742931251,0.06700057775718199,0.2666418462909895,0.6470775824761589,0.33061443378406075,-0.11611175035231991,0.890656119666182
c_sorghum,3,15,36036,4672.613286166446,4377.0769044317585,770.4414368573179,13420.736799157328,3054.594796250168,3014.3928032361814,520.925275212604,9474.31788440181,0.1673600089846182,0.06767128265153266,0.08552904981108181,0.31138350529976183,0.5156990100270781,0.33853787490665005,-0.18104031173373691,0.8223278710500919
